   1495772150.8883712        2610886.1077708360     
   1495088672.9588568        5220976.9106215928     
   1493949774.4064283        7829477.3458909066     
   1492355802.1522403        10435592.835361056     
   1490307241.7379527        13038529.527295301     
   1487804717.1778316        15637494.538253959     
   1484848990.7686653        18231696.194615513     
   1481440962.8575616        20820344.273729168     
   1477581671.5676913        23402650.244625486     
   1473272292.4820654        25977827.508211650     
   1468514138.2854378        28545091.636878312     
   1463308658.3644488        31103660.613444950     
   1457657438.3661246        33652755.069370985     
   1451562199.7148719        36191598.522160105     
   1445024799.0881131        38719417.611885481     
   1438047227.8507211        41235442.336763717     
   1430631611.4484284        43738906.287706062     
   1422780208.7603917        46229046.881775081     
   1414495411.4111137        48705105.594475850     
   1405779743.0419254        51166328.190811008     
   1396635858.5422592        53611964.955029093     
   1387066543.2409384        56041270.918996274     
   1377074712.0577366        58453506.089121975     
   1366663408.6154590        60847935.671769090     
   1355835804.3128228        63223830.297080308     
   1344595197.3584125        65580466.241152309     
   1332945011.7660100        67917125.646490023     
   1320888796.3116014        70233096.740674108     
   1308430223.4523802        72527674.053174645     
   1295573088.2080765        74800158.630245388     
   1282321307.0049520        77049858.247832716     
   1268678916.4828122        79276087.622434914     
   1254650072.2654014        81478168.619847074     
   1240239047.6945546        83655430.461728230     
   1225450232.5284877        85807209.929928124     
   1210288131.6046312        87932851.568510562     
   1194757363.4674048        90031707.883412689     
   1178862658.9613581        92103139.539678946     
   1162608859.7901018        94146515.556209505     
   1146000917.0414732        96161213.497964069     
   1129043889.6793771        98146619.665562734     
   1111742943.0027719        100102129.28222534     
   1094103347.0722594        102027146.67799345     
   1076130475.1047678        103921085.47117794     
   1057829801.8368096        105783368.74697724     
   1039206901.8568156        107613429.23321229     
   1020267447.9070536        109410709.47312368     
   1001017209.1556486        111174661.99517931     
   981462049.43922853        112904749.47984029     
   961607925.47673655        114600444.92323436     
   941460885.05494654        116261231.79768728     
   921027065.18624091        117886604.20906270     
   900312690.23920846        119476067.05086333     
   879324070.04263186        121029136.15504576     
   858067597.96344435        122545338.43950346     
   836549748.95923960        124024212.05217284     
   814777077.60592556        125465306.51171851     
   792756216.10113049        126868182.84475496     
   770493872.24396026        128232413.71956265     
   747996827.39172804        129557583.57625808     
   725271934.39427960        130843288.75337778     
   702326115.50653529        132089137.61083841     
   679166360.27989888        133294750.64923429     
   655799723.43315792        134459760.62543744     
   632233322.70354211        135583812.66446370     
   608474336.67857873        136666564.36757177     
   584530002.60941625        137707685.91656154     
   560407614.20627701        138706860.17424044     
   536114519.41671091        139663782.78102699     
   511658118.18733197        140578162.24766201     
   487045860.20970893        141449720.04399955     
   462285242.65110838        142278190.68385026     
   437383807.87077379        143063321.80585149     
   412349141.12243915        143804874.25033918     
   387188868.24377614        144502622.13219881     
   361910653.33347976        145156352.90967232     
   336522196.41669810        145765867.44910076     
   311031231.09951931        146330980.08558261     
   285445522.21323043        146851518.67952937     
   259772863.44906041        147327324.66910121     
   234021074.98413959        147758253.11850664     
   208198001.09938189        148144172.76215160     
   182311507.79003477        148484966.04462433     
   156369480.36960465        148780529.15650421     
   130379821.06790739        149030772.06598309     
   104350446.62395833        149235618.54629010     
   78289285.874445006        149395006.19891113     
   52204277.338520199        149508886.47259611     
   26103366.799634118        149577224.67814824     
  -5495.1148342742963        149599999.99899074     
  -26114355.355430290        149577205.49750787     
  -52215260.873207144        149508848.11715803     
  -78300261.042316318        149394948.68035883     
  -104361410.08185527        149235541.88214439     
  -130390769.47623920        149030676.27959669     
  -156380410.39336449        148780414.27705473     
  -182322416.09981596        148484832.10710531     
  -208208884.37239236        148144019.80736190     
  -234031929.90521246        147758081.19303805     
  -259783686.71166712        147327133.82532406     
  -285456310.52048463        146851308.97557682     
  -311041981.16518295        146330751.58533281     
  -336532904.96618086        145765620.22215745     
  -361921317.10483938        145156087.03134355     
  -387199483.98870915        144502337.68347409     
  -412359705.60727119        143804571.31786475     
  -437394317.87744647        143063000.48190388     
  -462295694.97815591        142277851.06630841     
  -487056251.67323667        141449362.23631468     
  -511668445.62198484        140577786.35882634     
  -536124779.67663711        139663388.92554045     
  -560417804.16608727        138706448.47207576     
  -584540119.16513634        137707256.49312779     
  -608484376.74859321        136666117.35367608     
  -632243283.22953379        135583348.19627148     
  -655809601.38103962        134459278.84443089     
  -679176152.64073825        133294251.70216924     
  -702335819.29747045        132088621.64969969     
  -725281546.65942800        130842755.93533286     
  -748006345.20308745        129557034.06360920     
  -770503292.70229828        128231847.67969759     
  -792765536.33687127        126867600.45009571     
  -814786294.78002226        125464707.93966895     
  -836558860.26403856        124023597.48506463     
  -858076600.62354052        122544708.06454062     
  -879332961.31571460        121028490.16424753     
  -900321467.41689801        119475405.64100562     
  -921035725.59491134        117885927.58161829     
  -941469426.05654037        116260540.15876445     
  -961616344.46957052        114599738.48351403     
  -981470343.85878336        112904028.45451181     
  -1001025376.4753523        111173926.60387503     
  -1020275485.6390501        109409959.93985192     
  -1039214807.5527216        107612665.78628929     
  -1057837573.0884625        105782591.61895740     
  -1076138109.5449579        103920294.89878307     
  -1094110842.3754520        102026342.90204069     
  -1111750296.8858142        100101312.54755373     
  -1129051099.9021945        98145790.220958784     
  -1146007981.4077518        96160371.596085787     
  -1162615776.1479566        94145661.453509584     
  -1178869425.2039902        92102273.496326551     
  -1194763977.5337417        90030830.163214236     
  -1210294591.4799542        87931962.438829392     
  -1225456536.2450471        85806309.661603078     
  -1240245193.3321683        83654519.328990951     
  -1254656057.9520407        81477246.900238693     
  -1268684740.3951695        79275155.596721560     
  -1282326967.3689992        77048916.199919775     
  -1295578583.2996039        74799206.847091049     
  -1308435551.5975218        72526712.824702665     
  -1320893955.8873446        70232126.359685391     
  -1332950001.2006915        67916146.408573344     
  -1344600015.1321943        65579478.444594473     
  -1355840448.9581578        63222834.242775083     
  -1366667878.7175367        60846931.663125664     
  -1377079006.2549138        58452494.431972608     
  -1387070660.2251554        56040251.921502978     
  -1396639797.0594366        53610938.927589752     
  -1405783501.8923473        51165295.445964992     
  -1414498989.4497924        48704066.446808785     
  -1422783604.8974166        46228001.647822887     
  -1430634824.6492987        43737855.285858549     
  -1438050257.1366601        41234385.887167715     
  -1445027643.5363667        38718356.036347285     
  -1451564858.4589894        36190532.144047566     
  -1457659910.5962231        33651684.213514574     
  -1463310943.3274596        31102585.606039274     
  -1468516235.2853355        28544012.805382628     
  -1473274200.8800807        25976745.181249958     
  -1477583390.7825053        23401564.751886599     
  -1481442492.3654819        20819255.945866376     
  -1484850330.1037872        18230605.363145377     
  -1487805865.9321783        15636401.535455933     
  -1490308199.5616012        13037434.686110307     
  -1492356568.7534263        10434496.489289757     
  -1493950349.5516372        7828379.8288925672     
  -1495089056.4728928        5219878.5570120150     
  -1495772342.6544116        2609787.2521207361     
  -1495999999.9596307       -1099.0229668474449     
  -1495771959.0416045       -2611984.9632799560     
  -1495088289.3641315       -5222075.2639493886     
  -1493949199.1805913       -7830574.8624666827     
  -1492355035.4705119       -10436689.180869132     
  -1490306283.8338730       -13039624.367776655     
