 
  0.965925813      0.208819062    
   1.93185163      0.317638129    
   2.89777756      0.326457173    
   3.86370325      0.235276222    
   4.82962894       4.40952778E-02
 
  0.866025388      0.449999988    
   1.73205078      0.799999952    
   2.59807611       1.04999995    
   3.46410155       1.19999993    
   4.33012676       1.25000000    
   5.19615221       1.19999993    
   6.06217718       1.05000019    
   6.92820311      0.799999714    
   7.79422855      0.449999809    
   8.66025352       0.00000000    
 
  0.707106769      0.657106757    
   1.41421354       1.21421349    
   2.12132049       1.67132044    
   2.82842708       2.02842712    
   3.53553391       2.28553391    
   4.24264097       2.44264078    
   4.94974756       2.49974775    
   5.65685415       2.45685387    
   6.36396122       2.31396103    
   7.07106781       2.07106781    
   7.77817488       1.72817469    
   8.48528194       1.28528166    
   9.19238853      0.742387772    
   9.89949512       9.94958878E-02
 
  0.499999970      0.816025436    
  0.999999940       1.53205085    
   1.49999988       2.14807630    
   1.99999988       2.66410160    
   2.49999976       3.08012724    
   2.99999976       3.39615250    
   3.49999952       3.61217833    
   3.99999976       3.72820330    
   4.49999952       3.74422932    
   4.99999952       3.66025448    
   5.49999952       3.47628021    
   5.99999952       3.19230509    
   6.49999952       2.80833054    
   6.99999905       2.32435703    
   7.49999905       1.74038124    
   7.99999952       1.05640602    
   8.49999905      0.272432327    
 
  0.258818954      0.915925860    
  0.517637908       1.73185170    
  0.776456892       2.44777775    
   1.03527582       3.06370354    
   1.29409480       3.57962942    
   1.55291378       3.99555540    
   1.81173265       4.31148148    
   2.07055163       4.52740669    
   2.32937074       4.64333344    
   2.58818960       4.65925884    
   2.84700871       4.57518482    
   3.10582757       4.39111090    
   3.36464667       4.10703659    
   3.62346530       3.72296333    
   3.88228440       3.23888779    
   4.14110327       2.65481281    
   4.39992237       1.97073936    
   4.65874147       1.18666649    
   4.91756010      0.302593231    
 
  -4.37113918E-08  0.949999988    
  -8.74227837E-08   1.79999995    
  -1.31134172E-07   2.54999995    
  -1.74845567E-07   3.19999981    
  -2.18556949E-07   3.75000000    
  -2.62268344E-07   4.19999981    
  -3.05979711E-07   4.55000019    
  -3.49691135E-07   4.79999971    
  -3.93402530E-07   4.94999981    
  -4.37113897E-07   5.00000000    
  -4.80825292E-07   4.94999981    
  -5.24536688E-07   4.79999971    
  -5.68248083E-07   4.55000019    
  -6.11959422E-07   4.20000076    
  -6.55670874E-07   3.75000000    
  -6.99382269E-07   3.19999886    
  -7.43093665E-07   2.54999924    
  -7.86805060E-07   1.79999924    
  -8.30516399E-07  0.950000763    
  -8.74227794E-07   0.00000000    
