   7.07106739E-02   6.92406744E-02
  0.141421348      0.135541350    
  0.212132022      0.204099208    
  0.282842696      0.271679789    
  0.353357852      0.338093489    
  0.423678041      0.403343558    
  0.493803769      0.467433214    
  0.563735604      0.530365646    
  0.633474052      0.592144072    
  0.703019679      0.652771652    
  0.772372961      0.712251604    
  0.841534495      0.770587087    
  0.910504818      0.827781260    
  0.979284406      0.883837283    
   1.04787385      0.938758314    
   1.11627364      0.992547452    
   1.18448424       1.04520786    
   1.25250626       1.09674263    
   1.32034016       1.14715493    
   1.38798654       1.19644785    
   1.45544589       1.24462450    
   1.52271867       1.29168785    
   1.58980536       1.33764112    
   1.65670657       1.38248730    
   1.72342288       1.42622948    
   1.78995466       1.46887076    
   1.85630250       1.51041412    
   1.92246687       1.55086255    
   1.98844826       1.59021914    
   2.05424714       1.62848687    
   2.11986423       1.66566885    
   2.18529987       1.70176804    
   2.25055456       1.73678732    
   2.31562877       1.77072978    
   2.38052297       1.80359840    
   2.44523787       1.83539617    
   2.50977373       1.86612594    
   2.57413125       1.89579082    
   2.63831067       1.92439365    
   2.70231271       1.95193744    
   2.76613784       1.97842503    
   2.82978630       2.00385928    
   2.89325881       2.02824330    
   2.95655584       2.05157995    
   3.01967788       2.07387209    
   3.08262539       2.09512258    
   3.14539886       2.11533427    
   3.20799875       2.13451004    
   3.27042556       2.15265274    
   3.33267975       2.16976523    
   3.39476180       2.18585038    
   3.45667219       2.20091105    
   3.51841140       2.21495008    
   3.57997990       2.22797036    
   3.64137816       2.23997474    
   3.70260668       2.25096583    
   3.76366568       2.26094651    
   3.82455587       2.26991963    
   3.88527775       2.27788782    
   3.94583178       2.28485417    
   4.00621843       2.29082108    
   4.06643820       2.29579163    
   4.12649107       2.29976845    
   4.18637800       2.30275416    
   4.24609947       2.30475163    
   4.30565596       2.30576372    
   4.36504745       2.30579281    
   4.42427492       2.30484200    
   4.48333836       2.30291367    
   4.54223871       2.30001068    
   4.60097599       2.29613566    
   4.65955114       2.29129148    
   4.71796417       2.28548074    
   4.77621555       2.27870607    
   4.83430576       2.27097011    
   4.89223576       2.26227546    
   4.95000553       2.25262499    
   5.00761557       2.24202108    
   5.06506634       2.23046660    
   5.12235785       2.21796393    
   5.17949104       2.20451593    
   5.23646641       2.19012499    
   5.29328442       2.17479396    
   5.34994507       2.15852523    
   5.40644932       2.14132166    
   5.46279716       2.12318563    
   5.51898909       2.10411978    
   5.57502556       2.08412647    
   5.63090706       2.06320858    
   5.68663406       2.04136848    
   5.74220705       2.01860881    
   5.79762650       1.99493206    
   5.85289240       1.97034073    
   5.90800571       1.94483733    
   5.96296644       1.91842449    
   6.01777554       1.89110470    
   6.07243299       1.86288047    
   6.12693930       1.83375430    
   6.18129492       1.80372858    
   6.23550034       1.77280593    
   6.28955555       1.74098885    
   6.34346151       1.70827973    
   6.39721823       1.67468107    
   6.45082664       1.64019525    
   6.50428677       1.60482478    
   6.55759907       1.56857216    
   6.61076355       1.53143978    
   6.66378117       1.49343002    
   6.71665239       1.45454538    
   6.76937723       1.41478825    
   6.82195616       1.37416112    
   6.87439013       1.33266628    
   6.92667866       1.29030621    
   6.97882271       1.24708319    
   7.03082275       1.20299971    
   7.08267879       1.15805817    
   7.13439178       1.11226082    
   7.18596172       1.06561017    
   7.23738909       1.01810849    
   7.28867388      0.969758153    
   7.33981705      0.920561552    
   7.39081860      0.870520949    
   7.44167948      0.819638729    
   7.49239969      0.767917216    
   7.54297972      0.715358734    
   7.59341955      0.661965549    
   7.64372015      0.607739985    
   7.69388151      0.552684367    
   7.74390411      0.496800989    
   7.79378843      0.440092146    
   7.84353495      0.382560104    
   7.89314365      0.324207157    
   7.94261551      0.265035570    
   7.99195051      0.205047578    
   8.04114914      0.144245476    
   8.09021187       8.26314911E-02
   8.13913918       2.02078708E-02
  0.141421348      0.139951363    
